PlotViewID,PlotCode,AGB,AGWP,Mort,Lat,Long,Area,Altitude,FirstCens,LastCens,MonitorLength,Midpoint,Continent,VPD,VPDmax,Srad,Srad.cv,MTWM,Alt.WC,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,Min.temp,Max.temp,WarmMin,CloudSD,Cloud,Warm.rate,Warm.rate2,mcwd,ndry1,ndry2,wind,wind.max,CEC,Sand,Clay,pH,Rock.depth,Rhoriz.prob,MEM1,MEM2,MEM3,MEM4,MEM5,MEM6,MEM7,MEM8,AGBChv_NoHt,AGWPChv_NoHt
305,DJK-05,504.9703637,5.820905469,4.05350977,3.32,12.76,1,779,2005.1715,2015.2015,10.03,2010.1865,AF,0.538978948,0.719761759,13864.25,0.137530045,24.06000076,651,23.02666675,9.033333619,82.12121472,64.9941556,28.25999962,17.25999962,11,22.81000013,23.07666718,23.90999987,22.32666686,1608,296,28,60.97188507,645,103,343,429,18.50999994,27.54333356,19.86,8.9,77.58,0.009661496,0.009304255,-197,6,4,1.066666692,1.200000048,10.33333333,49.91666667,42.08333333,49.25,68.6,9,1.143996849,-0.55314293,-0.101286336,-0.742296523,0.173883267,-0.077897306,0.113988053,-0.001501964,571.3711278,6.728832882
306,DJK-06,273.5992191,4.908058183,4.702927251,3.33,12.76,1,639,2005.178,2015.1985,10.0205,2010.18825,AF,0.545067593,0.719761759,13889.91667,0.13776248,24.82000076,663,23.82416665,9.091666698,81.90690438,64.85852102,29.12,18.01999962,11.10000038,23.60333327,23.87000032,24.70333333,23.12000032,1605,296,28,61.05395427,645,103,341,429,19.2783333,28.37,20.62,8.73,77.39,0.009661496,0.009304255,-197,6,4,1.075000028,1.200000048,9,50.58333333,42.33333333,50,81.43,12,1.143996027,-0.553141727,-0.101294123,-0.742292894,0.173876852,-0.077930419,0.11397464,-0.001502708,300.1642228,5.404187014
422,BOR-06,222.0123027,4.37177453,3.662038841,5.35,-1.84,1,102,1993.151,2009.079,15.928,2001.115,AF,0.532826507,0.654687626,16008.08333,0.138738353,27.18000076,98,26.03416663,7.874999682,71.5909062,104.6087552,30.87999962,19.87999962,11,26.49666673,26.64666635,27.17999981,24.56333333,1684,279,38,51.18789005,663,184,371,340,22.09666679,29.97166648,23.58000038,15.34,79.77,0.020144901,0.019445977,-116,6,4,1.399999996,2,10,59.5,22.75,47.33333333,123.52,6,1.091041985,-0.595186959,1.667325667,1.334794996,-0.040817824,-1.904275923,-1.44663871,0.000616054,249.4591061,4.895020227
427,TON-01,340.3077434,3.176009652,3.120996026,6.07,-2.12,1,145,1991.121,2009.129,18.008,2000.125,AF,0.724718429,1.042872801,15885.58333,0.139970765,27.87999962,141,26.49250013,8.675000191,72.8991636,103.0252675,31.87999962,19.98,11.89999962,26.99666705,26.89666698,27.74666673,25.11333321,1435,229,19,51.47804429,562,128,347,351,22.15500003,30.83000022,23.87999962,16.34,73.89,0.017708033,0.016930154,-179,8,5,1.175000012,1.5,8.416666667,57.75,23.75,51.33333333,120.62,6,1.090536588,-0.594702778,1.669340609,1.334531286,-0.04144868,-1.898442844,-1.44683026,0.000826672,384.8389873,3.574932426
433,HAB-02,357.6206318,6.934465507,1.846385753,0.63,10.97,1,NA,2000.32,2006.529,6.209,2003.4245,AF,0.416731234,0.484870749,12389.25,0.173534564,25.10000038,442,24.02083333,7.84166654,71.94188479,99.34919851,28.70000076,17.79999924,10.90000153,24.21666654,22.58333365,24.95000013,22.58333365,2001,358,6,66.03091016,815,67,640,67,20.10000006,27.9416666,21.5,7.72,79.72,0.011141775,0.01095298,-233,4,3,1.00833333,1.299999952,9.833333333,46.91666667,37.25,44.5,42.83,12,1.143899164,-0.553466398,-0.091467023,-0.740570091,0.175705574,-0.05729806,0.117990628,-0.000875282,393.395834,7.785427702
434,HAB-03,400.3361861,7.294682238,4.583629587,0.63,10.97,1,396,2000.309,2014.1615,13.8525,2007.23525,AF,0.416731234,0.484870749,12389.25,0.173534564,25.33000038,442,24.25083333,7.84166654,71.94188479,99.34919851,28.93000076,18.02999924,10.90000153,24.44666654,22.81333365,25.18000013,22.81333365,2001,358,6,66.03091016,815,67,640,67,20.33000006,28.1716666,21.73,7.72,79.72,0.011141775,0.01095298,-233,4,3,1.00833333,1.299999952,9.833333333,46.91666667,37.25,44.5,42.83,12,1.143899357,-0.553465697,-0.091487778,-0.740580192,0.175709153,-0.05731979,0.117996094,-0.000876236,445.7766774,8.293401099
435,HAB-04,401.5509716,8.063136171,3.767955595,0.63,11,1,506,2000.41,2010.118,9.708,2005.264,AF,0.409308778,0.485946332,12362.16667,0.173590416,24.81,468,23.70166665,7.866666635,72.17125606,97.27731392,28.41000038,17.51000076,10.89999962,23.89333333,22.29333359,24.60999987,22.29333359,1992,355,7,65.85094046,809,69,638,69,19.76833333,27.63499997,21.10999924,7.19,81.89,0.010229678,0.01004054,-231,4,3,1.008333335,1.200000048,9.75,46.91666667,40.08333333,44.25,60.34,12,1.143899841,-0.553452942,-0.091792283,-0.740741102,0.1757783,-0.057595273,0.11810515,-0.000889394,441.3360398,9.160497343
436,WKA-10,499.492996,9.530985587,4.215101253,-1.15,11.16,1,569,2006.83,2013.633,6.803,2010.2315,AF,0.497977237,0.564174619,11847.41667,0.180416983,24.98500038,446,23.78083341,7.541666508,67.33630352,117.6562489,28.48500038,17.28499962,11.20000076,24.11833327,22.05166667,24.86833359,22.05166667,2068,391,2,73.39130022,929,30,669,30,20.01000016,27.55166667,21.58500076,6.17,82.7,0.006933622,0.006736693,-305,5,4,0.991666675,1.200000048,12.91666667,48.83333333,36.91666667,45.5,60.93,15,1.143383196,-0.552612998,-0.098543097,-0.746266123,0.180017673,-0.057014912,0.125065121,-0.001045639,552.5108586,10.83928604
440,MDC-01,320.7824019,6.362057795,2.717629894,0.62,10.41,1,647,2004.369,2013.577,9.208,2008.973,AF,0.346452295,0.397544888,12670.58333,0.167089178,23.94,635,22.85666659,7.883333365,71.02101887,107.4145134,27.83999962,16.73999924,11.10000038,23.08999994,21.30666679,23.83999994,21.30666679,2393,416,6,65.12167299,985,76,773,76,18.9149999,26.79833327,20.04000038,5.03,88.54,0.012012386,0.011970447,-224,4,3,1.216666669,1.600000024,15.33333333,41.08333333,42.58333333,46.83333333,43.39,10,1.143855712,-0.553662317,-0.085916653,-0.737744776,0.174598908,-0.051908059,0.116256053,-0.000627737,347.5003585,7.12792693
441,MDC-02,449.1996424,5.660355827,11.49151543,0.62,10.41,1,623,2004.369,2013.5615,9.1925,2008.96525,AF,0.346452295,0.397544888,12670.58333,0.167089178,24.06,635,22.97666659,7.883333365,71.02101887,107.4145134,27.95999962,16.85999924,11.10000038,23.20999994,21.42666679,23.95999994,21.42666679,2393,416,6,65.12167299,985,76,773,76,19.0349999,26.91833327,20.16000038,5.03,88.54,0.012012386,0.011970447,-224,4,3,1.216666669,1.600000024,15.33333333,41.08333333,42.58333333,46.83333333,43.39,10,1.143855624,-0.553663111,-0.085896313,-0.737733784,0.174594056,-0.051890477,0.116248275,-0.00062687,494.6589462,6.352901835
442,MDC-03,481.2322924,4.828404274,5.895882802,0.61,10.4,1,494,2004.369,2014.1285,9.7595,2009.24875,AF,0.373433996,0.430597007,12639.91667,0.166998366,24.56499962,527,23.51499998,7.883333365,71.02103107,109.0871018,28.46499924,17.36500076,11.09999847,23.76499975,21.93166705,24.51500006,21.93166705,2393,418,7,65.49352971,993,75,768,75,19.5733333,27.45666667,20.76500038,4.36,89.63,0.012012386,0.011970447,-225,4,3,1.216666669,1.5,15.58333333,40.83333333,41.08333333,46.08333333,44.87,13,1.143853728,-0.553664065,-0.085828441,-0.737705322,0.1745887,-0.051803809,0.11624102,-0.000623433,536.2959423,5.448173392
443,MDC-04,463.8147832,4.6285642,5.915502055,0.47,10.28,1,136,2004.369,2013.2135,8.8445,2008.79125,AF,0.506626686,0.601392699,12730.5,0.165433158,26.78000076,152,25.57999992,7.716666698,69.51951742,113.51811,30.58,19.47999962,11.10000038,25.88000019,23.91333333,26.64666629,23.91333333,2376,417,7,69.28016349,1030,60,751,60,21.72166657,29.43833327,22.87999924,4.64,88.82,0.011200697,0.011163653,-240,4,3,1.158333331,1.600000024,14.66666667,43.08333333,37.25,46.83333333,51.12,25,1.143809597,-0.553653457,-0.085001528,-0.737456255,0.174653953,-0.050414826,0.116376125,-0.000575038,518.202752,5.120857697
444,MDC-05,484.9675467,7.431607322,5.696950895,0.46,10.28,1,210,2004.369,2013.2355,8.8665,2008.80225,AF,0.503995077,0.581392719,12756,0.165914264,26.36500076,143,25.21500003,7.800000191,70.27026957,113.4580483,30.165,19.06499962,11.10000038,25.51500038,23.54833321,26.28166648,23.54833321,2365,414,7,69.48331426,1027,59,748,59,21.31499994,29.11500013,22.46499924,5.24,87.52,0.011200697,0.011163653,-241,4,3,1.116666665,1.600000024,13.5,41.83333333,39.08333333,47.33333333,42.14,23,1.143807511,-0.553648795,-0.085057928,-0.737497912,0.174682267,-0.050425494,0.11642321,-0.0005767,542.187172,8.496971264
446,LMP-01,384.6177415,4.475847588,3.651344568,-0.25,11.6,2.5,NA,1989.501,2009.679,20.178,1999.59,AF,0.574883082,0.659653946,11969.16667,0.173166102,26.20000076,350,25.22083338,7.691666762,71.88473097,99.78293625,29.70000076,19,10.70000076,25.46666686,23.74999968,26.13333384,23.74999968,1770,312,3,70.00217087,767,36,558,36,21.375,29.06666676,22.70000076,6.07,82.73,0.00827381,0.007928334,-273,5,4,0.949999998,1.200000048,10.41666667,52.91666667,33.25,47.25,62.56,12,1.143695891,-0.552863317,-0.100379583,-0.746154358,0.178922833,-0.062375879,0.123200821,-0.001200691,426.5493036,5.097660153
447,HAB-05,201.9508641,7.694643255,7.487703478,0.64,11.03,1,502,2000.459,2010.129,9.67,2005.294,AF,0.408629663,0.485946332,12342.66667,0.173986061,24.84,470,23.71083332,7.925000032,72.04545483,97.38531119,28.44000038,17.44000038,11,23.87333346,22.30666686,24.62333314,22.30666686,1978,354,7,65.74490266,800,70,635,70,19.7483333,27.67333333,21.13999924,7.5,82.63,0.010229678,0.01004054,-230,4,3,1.041666672,1.299999952,9.083333333,47.83333333,40.33333333,44.25,48.77,5,1.143904365,-0.553446639,-0.092046728,-0.740852224,0.175805692,-0.057904898,0.118143446,-0.00090191,219.507406,8.488364989
454,OGI-04,420.0372046,5.987546802,1.239604166,0.42,12.05,1,454,2002.641,2006.441,3.8,2004.541,AF,0.464133171,0.564870911,12023.16667,0.179306835,25.44000038,522,24.46499984,8.200000127,73.87387248,94.11065945,29.23999962,18.13999924,11.10000038,24.43999975,23.10666673,25.37333314,23.10666673,1660,293,9,65.24991287,675,72,510,72,20.36499978,28.5649999,21.63999924,5.28,86.62,0.00858646,0.008230861,-228,6,4,1.016666676,1.200000048,8.75,45.91666667,39.75,44.33333333,59.16,6,1.14385445,-0.552921821,-0.102883784,-0.746648637,0.178404772,-0.067464429,0.12221573,-0.001363265,460.9310873,6.80168066
459,LKM-07,419.6155825,6.834546061,4.967768996,-1.31,13.72,1,424,2004.921,2013.808,8.887,2009.3645,AF,0.460159145,0.544870692,13226,0.11060621,25.19500038,443,24.26583319,8.125000477,76.65094514,82.08803987,28.99499962,18.39499924,10.60000038,24.29499981,23.12833314,25.14499987,23.12833314,1869,270,15,56.54494892,712,77,617,77,20.20333295,28.32833343,21.49499962,3.99,82.1,0.007121212,0.0066518,-223,5,3,1.008333345,1.200000048,7.5,48.83333333,38.75,46.08333333,45.67,4,1.143107905,-0.551194856,-0.124430074,-0.759619614,0.18579448,-0.081495056,0.133824262,-0.002169149,461.6400529,7.694327082
460,HAB-06,331.1354355,8.995796368,3.872328171,0.54,11.14,1,550,2000.44,2014.1535,13.7135,2007.29675,AF,0.413460537,0.473642687,12225.58333,0.175717667,24.65499924,521,23.63000017,7.933333238,72.78287629,95.16731791,28.355,17.45500038,10.89999962,23.80500013,22.25499994,24.52166667,22.25499994,1939,345,6,66.45514458,790,65,621,65,19.66333356,27.59666679,20.95500038,6.05,85.28,0.010229678,0.01004054,-235,4,3,1.025000006,1.200000048,10.83333333,45.91666667,39.75,43.66666667,53.55,4,1.143888674,-0.5533687,-0.09345493,-0.74168783,0.176246121,-0.058867315,0.118855944,-0.000956726,365.8179783,10.23980689
461,OGI-05,458.2661513,7.441638223,1.464085577,0.42,12.08,1,454,2002.641,2006.441,3.8,2004.541,AF,0.469948129,0.554870682,12037.83333,0.178043513,25.46500076,507,24.46916649,8.275000095,73.88392439,94.18208996,29.265,18.06499924,11.20000076,24.44833308,23.11499975,25.38166648,23.11499975,1649,291,10,65.22032363,671,72,506,72,20.33166644,28.60666654,21.66499962,5.59,86.16,0.00858646,0.008230861,-228,7,4,1.016666681,1.200000048,8.833333333,45.25,40.75,44.5,56.9,6,1.143853204,-0.552905012,-0.103239531,-0.746826842,0.17847587,-0.067819105,0.122323127,-0.00137912,510.6861948,8.536949906
462,OGI-06,316.0835662,6.916522622,2.817737992,0.41,12.13,1,454,2002.649,2006.441,3.792,2004.545,AF,0.469509037,0.563893863,12043.91667,0.179135802,25.49499924,493,24.44499984,8.26666673,73.80951935,94.91623138,29.29500038,18.09499962,11.20000076,24.41166622,23.07833321,25.37833308,23.07833321,1645,290,10,64.79686525,669,74,502,74,20.31166648,28.57833321,21.695,5.91,85.54,0.00858646,0.008230861,-226,7,4,1.025000016,1.200000048,9.416666667,45.16666667,40,45.25,60.19,7,1.143848407,-0.552878247,-0.103737672,-0.74709273,0.178596867,-0.068260058,0.122510638,-0.001400249,350.372384,7.784081079
463,OGI-07,517.8599526,6.257409996,6.294596727,0.39,12.1,1,490,2002.649,2013.736,11.087,2008.1925,AF,0.469349567,0.573893854,12011.41667,0.178947146,25.28500076,507,24.28083329,8.225000223,74.09909856,94.61544012,29.085,17.98499962,11.10000038,24.23499994,22.91833333,25.20166648,22.91833333,1653,291,9,65.24096986,672,71,507,71,20.16833317,28.3933334,21.48499962,5.27,86.09,0.00858646,0.008230861,-229,6,4,1.025000011,1.200000048,8.833333333,43.91666667,41.58333333,44.33333333,60.36,5,1.143845899,-0.552886784,-0.10348075,-0.746984058,0.178571491,-0.06793575,0.122478344,-0.0013875,584.5133688,7.160837259
465,LKM-02,389.5906565,8.005683391,2.254942242,-1.9,13.21,1,598,2003.97,2013.785,9.815,2008.8775,AF,0.412864328,0.482791305,12929.08333,0.115775931,24.165,531,23.15666663,7.75,73.11320492,93.00132392,27.665,17.06499962,10.60000038,23.28166616,21.81499994,24.09833371,21.81499994,1861,297,8,64.42696793,742,38,659,38,19.28166663,27.03166663,20.76500038,3.73,80.62,0.007260101,0.006799518,-286,5,4,1.141666666,1.600000024,9.416666667,47.33333333,40.08333333,46.66666667,48.03,10,1.142937414,-0.551159176,-0.121113645,-0.758621007,0.186050911,-0.075924228,0.134362831,-0.001975323,424.9838478,8.972763224
466,LKM-03,388.4420698,6.299274467,5.30639959,-1.9,13.22,1,593,2004.09,2013.7905,9.7005,2008.94025,AF,0.412232123,0.482791305,12875.66667,0.114340275,24.405,574,23.34666652,7.733333111,72.95597012,93.26973764,27.905,17.30499962,10.60000038,23.4883327,22.00500006,24.28833352,22.00500006,1869,298,8,64.30886957,743,38,663,38,19.47999997,27.21333308,20.905,3.76,80.62,0.007260101,0.006799518,-285,5,4,1.133333335,1.600000024,9,46.91666667,41.33333333,46.58333333,48.87,10,1.142934555,-0.551154724,-0.12114654,-0.758644054,0.186067408,-0.075934454,0.134388592,-0.001976292,427.5298346,7.041315706
468,LKM-05,344.8994981,4.989651079,1.576618949,-1.59,13.76,1,599,2004.44,2007.521,3.081,2005.9805,AF,0.469755451,0.553893873,13250.25,0.107704767,24.53999924,447,23.45249994,8.075000127,75.46728553,82.41043042,28.24,17.53999924,10.70000076,23.50666673,22.30666629,24.32333333,22.30666629,1904,271,15,57.93070632,735,71,639,71,19.41499987,27.49,20.74,4.24,78,0.007640091,0.007039067,-229,5,3,0.999999995,1.299999952,9.333333333,47.16666667,37.08333333,46,43.62,5,1.142980446,-0.551005455,-0.125688116,-0.760582708,0.186534943,-0.081607643,0.13499663,-0.002200719,378.2115022,5.588692883
469,LKM-06,443.2325111,6.504410446,2.655492971,-1.4,13.73,1,NA,2004.76,2011.526,6.766,2008.143,AF,0.459594876,0.554870682,13249.25,0.11057533,25.10000038,461,24.10416643,8.058333556,76.02202562,82.39201644,28.79999924,18.20000076,10.59999847,24.14999962,22.96666654,24.98333295,22.96666654,1888,271,16,56.72481253,722,77,625,77,20.07499965,28.13333321,21.39999962,3.2,81.79,0.007121212,0.0066518,-223,5,3,1.016666676,1.200000048,7.166666667,51.25,35.66666667,45.83333333,43.38,4,1.143066885,-0.551134346,-0.124824713,-0.759928258,0.186035159,-0.081508169,0.134206735,-0.002178632,490.6667734,7.31093249
476,MDJ-01,342.1755604,7.25082249,5.052613895,6.17,12.83,1,789,2007.819,2014.126,6.307,2010.9725,AF,0.875048344,1.619761855,16112.75,0.14835024,24.62000076,773,23.46583351,10.54166651,76.3888814,85.69127549,29.62000076,15.81999962,13.80000114,22.3533334,23.97000019,24.55333384,22.3533334,1627,278,2,79.59256041,779,14,189,779,18.19500025,28.73666676,20.12000076,18.34,60.72,0.014022968,0.013331596,-392,9,5,1.541666657,1.899999976,15.5,39.66666667,33.25,56.5,44.83,12,1.143311659,-0.552775232,-0.093160082,-0.734540968,0.168638414,-0.082157997,0.104016702,-0.001320074,369.5316571,8.10048402
478,MDJ-03,272.8578944,4.484624669,4.115934476,5.98,12.87,1,757,2007.841,2014.148,6.307,2010.9945,AF,0.832540848,1.512791277,16027.08333,0.148843626,24.52,761,23.51583316,10.24166663,77.58837911,76.26087042,29.52,16.31999924,13.20000076,22.53666641,23.86999975,24.48666654,22.53666641,1601,276,3,77.91147927,748,17,196,748,18.39499984,28.63666648,20.02,16.59,63.1,0.013902116,0.013374469,-383,9,5,1.516666671,1.799999952,11.5,42.91666667,30.75,55.08333333,57.17,9,1.143376405,-0.552799305,-0.094173835,-0.735295357,0.16906556,-0.082344193,0.104813392,-0.001354092,302.1642645,5.015429206
482,MDJ-07,268.89993,4.662913182,1.527783766,6.01,12.89,1,764,2007.886,2014.156,6.27,2011.021,AF,0.835793893,1.522791267,16034.33333,0.149312836,24.455,755,23.43416643,10.2750001,77.84090531,77.23807893,29.455,16.25499924,13.20000076,22.43833295,23.80499975,24.42166654,22.43833295,1602,276,3,78.17884121,749,16,194,749,18.29666638,28.57166648,19.955,17.18,62.62,0.014022968,0.013331596,-385,9,5,1.508333335,1.799999952,10.91666667,43.33333333,30.33333333,56.41666667,70.34,7,1.143365534,-0.552783164,-0.094281287,-0.735319698,0.169062195,-0.082549609,0.104788566,-0.001360114,300.7389202,5.154550862
485,MDJ-10,141.0462225,6.32018647,2.10755044,6,12.89,0.4,767,2007.9055,2014.164,6.2585,2011.03475,AF,0.832336421,1.514450438,16001.5,0.148080534,24.39499962,766,23.39083317,10.20833333,77.33586529,75.84246482,29.39499962,16.19500076,13.19999886,22.41166667,23.72833327,24.34499943,22.41166667,1609,277,3,77.95505362,751,17,197,751,18.28666651,28.49499984,19.89499962,17.43,64.05,0.013902116,0.013374469,-383,9,5,1.475000014,1.700000048,10.16666667,42.83333333,31.5,56.16666667,57.45,10,1.143368377,-0.55278186,-0.094380009,-0.735382699,0.16909475,-0.082602654,0.10484567,-0.001363875,146.6090454,6.836515689
486,BIS-01,391.3570939,4.73496742,1.061620074,3.3,12.48,1,633,2006.237,2013.408,7.171,2009.8225,AF,0.544487029,0.70839211,13727.5,0.14257016,24.84999924,643,23.87083352,8.891666412,81.57492407,65.38202361,29.05,18.15000038,10.89999962,23.60000051,24.03333327,24.7333334,23.11666724,1600,294,27,61.5258168,645,102,345,420,19.42500032,28.31666673,20.75000076,8.64,77.55,0.011069625,0.010832771,-198,7,4,1.066666692,1.200000048,9.666666667,49,41.83333333,49.75,71.07,10,1.14402609,-0.553288112,-0.098661383,-0.740995355,0.173357157,-0.075236407,0.113213157,-0.001385061,439.1377017,5.400074672
489,BIS-02,311.1482347,4.726035486,3.395067123,3.29,12.49,1,633,2006.244,2013.4,7.156,2009.822,AF,0.544487029,0.70839211,13727.5,0.14257016,24.84999924,643,23.87083352,8.891666412,81.57492407,65.38202361,29.05,18.15000038,10.89999962,23.60000051,24.03333327,24.7333334,23.11666724,1600,294,27,61.5258168,645,102,345,420,19.42500032,28.31666673,20.75000076,8.64,77.55,0.011069625,0.010832771,-198,7,4,1.066666692,1.200000048,9.666666667,49,41.83333333,49.75,71.07,10,1.144026141,-0.55328698,-0.098688547,-0.741012432,0.17336645,-0.075251781,0.113228754,-0.001386079,340.2965613,5.241491476
492,BIS-03,403.9112525,4.985729405,0.875283852,3.32,12.49,1,660,2006.2505,2013.427,7.1765,2009.83875,AF,0.548653692,0.711228118,13770.33333,0.143057049,24.65999924,632,23.68083352,8.891666412,81.57492407,65.38202361,28.86,17.96000038,10.89999962,23.41000051,23.84333327,24.5433334,22.92666724,1599,294,26,61.79935058,647,100,344,423,19.23500032,28.12666673,20.56000076,8.9,76.87,0.011069625,0.010832771,-200,7,4,1.066666688,1.200000048,9.416666667,48.58333333,43.25,49.75,75.83,9,1.144022792,-0.553283703,-0.098682983,-0.740971666,0.173324576,-0.075374177,0.113147177,-0.001387864,455.4397893,5.722019398
493,BIS-04,329.6559976,5.082761047,4.636015817,3.33,12.49,1,634,2006.259,2013.43,7.171,2009.8445,AF,0.546764739,0.718392101,13744.16667,0.141722404,24.89499924,653,23.89916679,8.874999682,81.42201828,65.62489797,29.095,18.19500038,10.89999962,23.61166705,24.07833327,24.76166667,23.12833378,1601,294,27,61.70261282,647,101,344,423,19.46166695,28.33666663,20.69500038,9.09,76.45,0.011069625,0.010832771,-199,7,4,1.058333357,1.200000048,9,49.66666667,42.33333333,49.75,80.34,9,1.144022648,-0.553284417,-0.098663129,-0.740958061,0.173316584,-0.07536673,0.113133416,-0.00138718,364.0267936,5.607406804
494,BIS-05,559.3083663,5.968296884,0.194114426,3.31,12.49,1,658,2006.267,2013.416,7.149,2009.8415,AF,0.544178492,0.70839211,13743.08333,0.142517635,24.74999924,648,23.75000011,8.866666317,81.34556539,66.33248679,28.84999962,17.95,10.89999962,23.46666705,23.93333327,24.61666667,22.96666705,1602,295,27,61.56899479,647,102,345,422,19.31666695,28.18333327,20.65000076,9.22,77.15,0.011069625,0.010832771,-198,7,4,1.058333357,1.200000048,9.666666667,46.91666667,44.25,50.08333333,77.63,8,1.144024301,-0.553285231,-0.098684332,-0.740989195,0.173342917,-0.075318751,0.113183026,-0.001387023,639.8945863,6.988769224
495,BIS-06,407.2940926,5.57241137,3.652836115,3.31,12.49,1,574,2006.274,2013.422,7.148,2009.848,AF,0.544178492,0.70839211,13743.08333,0.142517635,25.16999924,648,24.17000011,8.866666317,81.34556539,66.33248679,29.26999962,18.37,10.89999962,23.88666705,24.35333327,25.03666667,23.38666705,1602,295,27,61.56899479,647,102,345,422,19.73666695,28.60333327,21.07000076,9.22,77.15,0.011069625,0.010832771,-198,7,4,1.058333357,1.200000048,9.666666667,46.91666667,44.25,50.08333333,77.63,8,1.144023991,-0.553284962,-0.098683024,-0.740984945,0.173338794,-0.075329558,0.113175066,-0.001387157,451.5329266,6.241435007
559,TNP-06,450.1997146,3.972366707,5.321101344,6.13,9.41,1,187,2001.501,2012.582,11.081,2007.0415,AF,0.774747148,1.244687779,14748.5,0.159019864,27.545,196,26.09916663,9.325000127,77.06612647,92.42829184,31.84499924,19.74500076,12.09999847,24.91166711,26.31166641,27.295,24.91166711,2277,373,10,74.04492139,1031,60,286,1031,21.43666657,30.7616667,23.14500038,16.9,81.61,0.01635582,0.016692607,-277,7,5,1.37499998,1.5,12.41666667,53.91666667,24.83333333,51.33333333,87.24,21,1.143204213,-0.554147082,-0.059063274,-0.7171735,0.161689496,-0.049105016,0.093240548,0.000193015,505.3506027,4.319972185
560,TNP-07,589.1041457,7.463985109,6.552196759,6.13,9.41,1,381,2001.501,2012.598,11.097,2007.0495,AF,0.770111518,1.240382507,14692,0.163061415,26.61999962,325,25.19500006,9.149999936,76.24999947,95.85735775,30.82000038,18.82000038,12,23.95333359,25.48666673,26.43666654,23.95333359,2286,379,11,73.51973986,1031,61,294,1031,20.6200001,29.77000003,22.32000038,16.73,82.23,0.01635582,0.016692607,-274,7,4,1.433333327,1.600000024,13.58333333,54.41666667,24.5,51.66666667,88.03,30,1.143204564,-0.554148804,-0.059032222,-0.717161236,0.161686864,-0.049062966,0.093238126,0.000194578,662.5278659,8.455166572
561,TNP-08,261.7495955,5.272880515,2.019077054,6.31,9.37,1,1217,2001.501,2012.552,11.051,2007.0265,AF,0.763054998,1.33624079,14543.16667,0.175340158,23.955,1108,22.42166678,8.450000286,71.61016497,110.6660167,27.65500076,15.85499962,11.80000114,20.93833359,23.07166679,23.75499987,20.93833359,2177,381,12,72.9302203,1002,57,309,1002,18.19666663,26.64666692,20.25499924,15.83,87.18,0.01635582,0.016692607,-285,7,4,1.608333319,2.099999905,24.08333333,51.66666667,21.58333333,51.41666667,136.56,36,1.143124652,-0.55410458,-0.058113753,-0.716450088,0.161286406,-0.048984981,0.092469485,0.00022474,280.8127098,5.747107972
562,TNP-10,384.9613339,6.456489809,7.256527353,6.2,9.34,1,185,2001.501,2012.467,10.966,2006.984,AF,0.76550698,1.229686851,14916.5,0.157267848,27.43,171,25.97999995,9.533332984,76.88171998,95.86922767,31.82999962,19.43,12.39999962,24.7466666,26.22999987,27.22999987,24.7466666,2193,362,9,74.32149754,988,58,270,988,21.21333346,30.74666644,23.03000038,17.05,77.76,0.01635582,0.016692607,-286,7,5,1.458333343,1.700000048,14.58333333,54.66666667,27,51.41666667,94.67,9,1.143164313,-0.554146419,-0.058112717,-0.716600464,0.161425462,-0.048479081,0.092770732,0.000231712,430.4947606,7.094438113
564,TNP-12,446.2764922,7.746339442,7.328008793,6.12,9.21,1,133,2001.501,2012.44,10.939,2006.9705,AF,0.756462725,1.185779715,14822.58333,0.155401448,27.68500076,130,26.23916644,9.308333397,76.29780996,93.77095958,31.985,19.78499924,12.20000076,25.05166629,26.40166635,27.46833295,25.05166629,2221,362,8,73.35032475,1006,66,282,1006,21.58499975,30.89333314,23.38499962,18.32,71.77,0.01635582,0.016692607,-270,7,4,1.341666649,1.5,10.41666667,57.16666667,25.75,50.16666667,101.36,7,1.143167716,-0.554194075,-0.057100376,-0.716173503,0.161315424,-0.047198808,0.092638119,0.000281438,499.3414056,8.858631361
565,TNP-13,446.5963324,9.698315903,2.493933824,6.13,9.22,1,139,2001.501,2012.456,10.955,2006.9785,AF,0.756398467,1.184687597,14831.5,0.155281206,27.60500038,140,26.17999995,9.300000032,76.22951561,94.30367689,31.90499962,19.70500076,12.19999886,24.98833295,26.35500006,27.42166667,24.98833295,2218,362,8,73.36593977,1003,65,280,1003,21.52999994,30.82999997,23.40499962,17.65,72.31,0.01635582,0.016692607,-270,7,4,1.358333319,1.5,11.83333333,56.66666667,26,50.41666667,102.21,9,1.143165901,-0.554191375,-0.057118451,-0.716174047,0.161310763,-0.047245367,0.092626275,0.000280221,499.6868262,11.12256601
